gene_id	dmso_a	dmso_b	thz500_a	thz500_b	thz100_a	thz100_b	actinomycin150_a	actinomycin150_b	actinomycin10_a	actinomycin10_b
ENSG00000018510.12	5265	3392	4845	3892	4266	5044	2704	2860	3258	2256
ENSG00000018607.6	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.13	877	516	482	383	702	791	278	364	673	435
ENSG00000018625.14	4	2	4	7	7	4	4	5	3	2
ENSG00000018699.11	1356	863	866	742	1264	1335	493	540	733	512
ENSG00000018869.16	68	45	52	44	54	83	34	61	53	24
ENSG00000019102.11	6	2	3	8	4	1	2	3	10	4
ENSG00000019144.16	15375	9333	6578	5491	13884	15572	5501	5788	10730	6674
ENSG00000019169.10	0	0	0	0	0	0	0	1	0	0
ENSG00000019186.9	0	0	1	0	0	0	0	0	0	0
ENSG00000019485.12	107	70	46	46	97	104	26	33	90	67
ENSG00000019505.7	0	0	1	0	1	0	0	0	1	3
ENSG00000019549.8	796	562	155	124	743	809	164	254	800	544
ENSG00000019582.14	8	2	11	6	6	6	11	12	4	2
ENSG00000019991.15	0	0	0	0	0	0	0	0	0	0
ENSG00000019995.6	1363	905	475	347	1153	1327	170	189	1174	746
ENSG00000020129.15	1219	800	806	692	1137	1330	850	1057	1735	1209
ENSG00000020181.17	6125	3890	5677	4748	5487	6386	5094	5929	6224	3994
ENSG00000020219.9	0	0	0	0	0	0	0	0	1	0
ENSG00000020256.19	984	582	297	260	884	1041	160	162	814	586
ENSG00000020426.10	999	669	736	621	848	1036	413	473	602	371
ENSG00000020577.13	5350	3280	4192	3619	3993	4693	2232	2383	2882	1771
ENSG00000020633.18	199	133	120	98	166	164	70	107	231	134
ENSG00000020922.12	3291	2074	2927	2406	2735	2995	2130	2211	2318	1477
ENSG00000021300.13	723	446	805	711	655	691	805	1029	872	508
ENSG00000021355.12	461	244	297	250	370	412	352	362	455	327
ENSG00000021461.16	1	1	1	0	0	0	0	0	0	0
ENSG00000021488.12	3	6	4	0	1	4	2	3	7	2
ENSG00000021574.11	2641	1604	757	627	2004	2229	331	437	1591	1158
ENSG00000021645.17	641	395	793	582	593	625	583	600	646	368
ENSG00000021762.19	2122	1320	1352	1173	1789	1946	1017	1188	1443	982
ENSG00000021776.10	3353	2335	1959	1688	3131	3565	1320	1474	2632	1714
ENSG00000021826.14	1193	715	1194	1029	910	1069	1048	1230	966	690
ENSG00000021852.12	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.16	24662	16418	28203	24235	22262	26174	26495	32341	24036	16269
ENSG00000022277.12	7511	4711	7299	5910	6333	7511	6016	7498	6803	4345
ENSG00000022355.14	1	0	1	0	0	0	0	0	0	0
ENSG00000022556.15	0	0	0	0	0	1	0	1	0	0
ENSG00000022567.9	1192	698	272	240	1150	1221	164	188	827	518
ENSG00000022840.15	6193	4053	4729	3929	5675	6585	3448	4317	5938	3946
ENSG00000022976.15	251	154	72	61	206	216	118	115	198	141
ENSG00000023041.11	3156	2122	1468	1254	2766	3075	1444	1806	3227	2168
ENSG00000023171.14	0	1	0	1	1	2	0	0	0	0
ENSG00000023191.16	19672	12674	19077	16215	18091	20920	17417	22783	20439	13447
ENSG00000023228.13	7843	4733	5515	4702	6349	7175	4516	5266	6306	4082
ENSG00000023287.12	2564	1564	1291	1023	2023	2264	642	669	1766	1190
ENSG00000023318.7	5807	3704	5824	4917	5152	5676	5184	6372	5167	3422
ENSG00000023330.14	1774	1088	658	603	1652	1830	553	718	1842	1220
ENSG00000023445.13	9933	7458	1174	1003	7680	10489	2055	1933	4478	3005
ENSG00000023516.8	1677	986	1060	909	1236	1416	863	780	1270	902
ENSG00000023572.8	890	603	409	343	801	934	387	447	816	543
ENSG00000023608.4	886	522	377	270	776	805	260	332	702	491
ENSG00000023697.12	1570	1017	1366	1068	1408	1513	1029	1182	1399	800
ENSG00000023734.10	6276	4036	4995	4056	5167	5875	4062	4701	5719	3690
ENSG00000023839.10	7	7	3	3	7	5	5	5	6	5
ENSG00000023892.10	1	1	0	2	0	1	3	3	2	2
ENSG00000023902.13	153	106	44	35	113	137	61	106	219	108
ENSG00000023909.9	3870	2478	2084	1742	3021	3515	1615	1575	3338	2113
ENSG00000024048.10	1314	749	845	739	1128	1352	447	476	902	609
ENSG00000024422.11	25746	16985	21777	18817	24018	27590	21144	25187	26762	17710
ENSG00000024526.16	3174	2093	1226	949	2385	2676	1444	1601	2755	1797
ENSG00000024862.16	363	242	174	146	303	352	123	165	312	209
ENSG00000025039.14	2107	1317	1772	1441	1863	1907	1390	1482	1904	1300
ENSG00000025156.12	879	595	419	368	768	886	147	166	715	477
ENSG00000025293.15	4297	2716	1778	1454	3574	3998	654	789	2362	1626
ENSG00000025423.11	38	25	25	16	28	28	19	19	28	9
ENSG00000025434.18	230	166	174	130	211	191	147	190	223	137
ENSG00000025708.12	37	11	64	46	36	41	21	28	33	21
ENSG00000025770.18	2698	1805	2486	2127	2435	2762	2111	2769	2551	1643
ENSG00000025772.7	2559	1679	1886	1579	2457	2696	1534	2017	2350	1567
ENSG00000025796.13	7336	4688	6574	5498	6244	6894	5305	5912	6226	4261
ENSG00000025800.13	3621	2298	2410	1928	3091	3717	1261	1500	2906	2020
ENSG00000026025.13	148598	97347	126514	106813	134280	150978	123845	153103	140850	95543
ENSG00000026036.20	567	326	1058	919	496	706	1109	1318	695	322
ENSG00000026103.19	2637	1822	1175	1007	2364	2850	912	1046	3407	2349
ENSG00000026297.15	916	613	1097	894	845	940	954	1305	985	610
ENSG00000026508.16	61379	38150	47154	38977	51055	57251	41085	46888	51727	34854
ENSG00000026559.13	143	116	69	81	163	159	78	107	183	96
ENSG00000026652.13	784	450	580	449	653	750	401	477	549	342
ENSG00000026751.16	7	5	6	7	7	7	7	6	6	8
ENSG00000026950.16	804	433	700	546	636	745	658	792	669	472
ENSG00000027001.9	345	199	285	205	309	301	273	257	255	161
ENSG00000027075.13	89	50	36	20	79	75	51	52	80	39
ENSG00000027644.4	6	3	16	7	7	8	16	10	7	5
ENSG00000027697.12	3189	1915	1860	1634	2628	3091	1236	1423	2729	1898
ENSG00000027847.13	2490	1576	1802	1522	2203	2540	1558	1999	2368	1492
ENSG00000027869.11	6	3	0	0	2	6	0	0	3	3
ENSG00000028116.16	821	515	446	372	693	758	309	332	591	377
ENSG00000028137.16	14	7	6	9	15	13	2	2	7	5
ENSG00000028203.17	3457	2113	2254	1839	2869	3366	1386	1654	2712	1750
ENSG00000028277.20	15	13	9	13	12	20	14	15	13	8
ENSG00000028310.17	3453	2204	2739	2272	3443	3987	2084	2387	2516	1486
ENSG00000028528.14	6016	3810	5870	4814	5330	6119	4439	5272	6121	3881
ENSG00000028839.9	951	704	305	267	862	992	103	140	873	543
ENSG00000029153.14	4020	2450	2809	2369	3272	3606	2409	2781	2915	1900
ENSG00000029363.15	8478	5112	7080	5827	6869	7699	5053	5290	7808	5317
ENSG00000029364.11	3935	2562	2812	2349	3344	3727	2155	2635	3562	2537
ENSG00000029534.19	51	40	37	36	63	61	30	43	69	39
ENSG00000029559.6	0	0	0	0	0	0	0	0	0	0
ENSG00000029639.10	819	545	366	310	664	777	169	224	514	325
ENSG00000029725.16	4159	2742	2366	1916	3505	3985	1765	1873	3260	2087
ENSG00000029993.14	4617	2823	3331	2559	3868	4089	3183	3919	4666	3174
ENSG00000030066.13	7570	4636	2828	2344	6372	7008	1858	2001	5812	3646
ENSG00000030110.12	1034	631	384	333	916	1034	297	390	1142	743
ENSG00000030304.12	0	0	0	0	0	0	0	0	0	0
ENSG00000030419.16	78	60	52	39	72	82	18	18	67	28
ENSG00000030582.16	18151	11155	21566	18235	16958	19212	20592	27299	20041	13285
ENSG00000031003.10	3535	2247	2478	2172	3041	3686	1278	1464	2561	1702
ENSG00000031081.10	4398	2611	1009	919	3061	3285	685	772	2279	1425
ENSG00000031691.6	758	462	368	290	571	619	372	443	572	392
ENSG00000031698.12	10973	6583	8277	6923	9315	10812	7202	8537	9880	6687
ENSG00000031823.14	3634	2360	1965	1674	3494	3874	1205	1386	2948	1844
ENSG00000032219.18	685	478	304	278	547	653	130	154	450	287
ENSG00000032389.12	1189	772	1037	889	1035	1255	737	975	807	574
ENSG00000032444.15	1958	1273	1864	1565	1647	2025	1668	2104	2142	1341
ENSG00000032742.17	414	248	325	260	300	404	253	280	292	174
ENSG00000033011.11	655	408	634	492	571	647	550	731	658	459
ENSG00000033030.13	1569	962	529	409	1289	1489	327	394	1223	770
ENSG00000033050.7	6905	4371	3682	3106	6251	7050	3560	4245	7061	4635
ENSG00000033100.14	6426	4100	3005	2552	5769	6514	2818	3334	6749	4301
ENSG00000033122.18	244	174	249	223	222	260	136	124	187	100
ENSG00000033170.16	792	506	415	395	741	787	246	313	429	251
ENSG00000033178.12	3436	2245	1611	1348	2634	3254	1287	1260	2396	1599
ENSG00000033327.12	1355	717	939	775	1091	1211	431	440	772	483
ENSG00000033627.14	5957	3695	3696	3156	4961	5803	3098	3595	5280	3424
ENSG00000033800.13	1994	1236	814	698	1727	1892	287	292	1208	753
ENSG00000033867.16	4576	2563	4551	3826	3138	3739	2310	2215	2828	1850
ENSG00000034053.14	1959	1173	1759	1511	1802	2003	1090	1336	1320	854
ENSG00000034152.18	3347	2055	2374	1868	2993	3253	931	1064	3558	2187
ENSG00000034239.10	0	0	0	0	0	0	0	0	0	0
ENSG00000034510.5	30030	18171	34584	29592	26590	30664	31878	43987	30972	21056
ENSG00000034533.11	457	260	46	37	404	395	140	157	482	341
ENSG00000034677.11	2583	1604	936	783	2091	2454	436	494	2013	1349
ENSG00000034693.14	740	492	590	473	610	671	370	408	575	338
ENSG00000034713.7	2126	1468	1990	1621	1827	2053	1710	2093	2109	1279
ENSG00000034971.14	0	0	0	0	0	0	0	0	0	1
ENSG00000035115.21	961	648	760	636	762	879	779	857	869	550
ENSG00000035141.7	3031	1949	2046	1747	2668	3010	2301	2824	3227	2136
ENSG00000035403.16	26107	16745	13750	11723	23670	26088	11484	12858	20848	13885
ENSG00000035499.12	2119	1374	1765	1389	1871	2064	1082	1423	1613	1079
ENSG00000035664.11	1629	1077	1731	1491	1406	1685	1288	1538	1367	887
ENSG00000035681.7	1055	677	834	704	899	1048	564	633	815	550
ENSG00000035687.9	2249	1353	1217	999	1840	2126	862	978	1767	1137
ENSG00000035720.7	0	0	1	0	0	1	0	0	0	0
ENSG00000035862.12	24153	14862	27257	23589	21152	23936	26488	32765	24228	16117
ENSG00000035928.14	3499	2070	1885	1620	3057	3370	660	801	2306	1567
ENSG00000036054.12	1236	783	601	485	1025	1201	287	296	969	628
ENSG00000036257.12	5495	3660	2370	1859	4744	5267	831	901	3925	2605
ENSG00000036448.9	44	40	33	29	36	53	28	38	38	43
ENSG00000036473.6	0	0	0	0	0	0	0	1	0	0
ENSG00000036530.8	60	55	47	40	38	69	65	73	82	59
ENSG00000036549.12	1371	910	470	427	1131	1303	158	176	902	621
ENSG00000036565.14	19	13	24	9	15	13	16	18	16	17
ENSG00000036672.15	650	432	156	118	600	686	93	106	726	486
ENSG00000036828.13	0	0	1	0	0	0	0	0	0	0
ENSG00000037042.8	982	598	769	674	842	1011	940	1227	1028	699
ENSG00000037241.7	1229	773	1000	809	1011	1202	958	1212	1198	742
ENSG00000037280.15	4723	2814	5011	4352	4125	4783	4492	5604	4569	2965
ENSG00000037474.14	11159	6912	6090	5060	9527	10992	3982	4611	8694	5657
ENSG00000037637.10	1324	805	370	298	1149	1292	97	113	909	579
ENSG00000037749.11	3222	2102	2252	1870	2542	2835	1438	1521	3225	2180
ENSG00000037757.13	1019	652	1006	863	955	1184	1080	1323	1088	713
ENSG00000037897.16	597	390	142	128	580	664	179	229	540	346
ENSG00000037965.5	5	5	7	5	4	7	4	1	5	1
ENSG00000038002.8	690	445	746	664	587	622	774	946	728	514
ENSG00000038210.12	1479	821	1149	879	1101	1113	742	704	937	646
ENSG00000038219.12	5188	3277	3073	2495	4426	5071	1488	1571	3903	2449
ENSG00000038274.16	3025	1758	1335	1094	2476	2819	1267	1374	2720	1952
ENSG00000038295.7	0	0	0	0	0	0	0	0	0	0
ENSG00000038358.14	1900	1170	1345	1223	1728	1964	983	1188	2044	1324
ENSG00000038382.17	23839	15039	15909	12913	20235	24539	8412	8458	8278	5372
ENSG00000038427.15	11	10	12	6	6	13	9	13	10	11
ENSG00000038532.14	1393	901	932	803	1215	1458	474	567	715	461
ENSG00000038945.14	0	1	0	0	0	0	0	0	0	0
ENSG00000039068.18	17	18	11	14	18	23	19	24	21	7
ENSG00000039123.15	5432	3547	2941	2481	4719	5456	1611	1913	3606	2428
ENSG00000039139.9	723	420	520	405	613	723	302	314	395	260
ENSG00000039319.16	2796	1789	1463	1201	2197	2546	995	1066	2065	1399
ENSG00000039523.17	2448	1530	1519	1206	2304	2704	1366	1532	2459	1498
ENSG00000039537.13	0	0	0	0	0	0	0	0	0	0
ENSG00000039560.13	30991	20241	13616	11415	26259	30040	8268	9380	16657	10763
ENSG00000039600.10	1	0	0	2	0	1	1	1	0	1
ENSG00000039650.9	2068	1222	2172	1792	1766	1983	1802	2388	1791	1122
ENSG00000039987.6	0	0	3	1	2	0	5	6	8	2
ENSG00000040199.18	2844	1810	938	834	2473	2849	426	422	2084	1240
ENSG00000040275.16	8447	5625	2861	2427	6847	7864	2803	3339	7593	4980
ENSG00000040341.17	1652	1005	1208	956	1343	1442	841	958	1065	700
ENSG00000040487.12	444	253	66	58	321	388	46	66	410	246
ENSG00000040531.14	1941	1281	1259	1018	1883	2064	960	1159	1964	1257
ENSG00000040608.13	650	425	369	299	692	866	201	219	761	492
ENSG00000040633.12	2118	1301	608	476	1916	2038	263	377	2158	1403
ENSG00000040731.10	0	0	0	0	1	0	0	0	0	0
ENSG00000040933.15	2537	1676	1982	1648	2215	2554	1460	1553	1710	1094
ENSG00000041353.9	11	5	7	7	7	16	3	4	9	9
ENSG00000041357.15	9461	6366	7540	6221	8037	9290	7081	8878	8800	5918
ENSG00000041515.15	9	9	14	2	3	10	2	5	1	1
ENSG00000041802.10	1904	1162	1220	965	1674	1937	674	787	1729	1067
ENSG00000041880.14	390	185	370	331	341	343	384	496	398	257
ENSG00000041982.14	49997	30066	38964	33264	42857	45886	35288	40499	43287	28495
ENSG00000041988.15	630	439	221	197	607	690	248	339	712	464
ENSG00000042062.11	17	6	24	17	8	12	12	9	24	10
ENSG00000042088.13	705	469	271	243	575	660	181	178	453	313
ENSG00000042286.14	2893	1888	1946	1606	2575	2987	1436	1839	2820	1917
ENSG00000042304.10	0	0	0	0	0	3	1	1	0	0
ENSG00000042317.16	140	100	44	30	102	131	20	24	109	59
ENSG00000042429.10	2497	1713	533	429	2094	2507	163	186	2011	1270
ENSG00000042445.13	2035	1258	2124	1766	1876	2101	2577	3239	2770	1841
ENSG00000042493.15	15651	9861	16853	14129	14633	16390	15841	20620	16043	10850
ENSG00000042753.11	7473	4867	7544	6446	6886	7855	6927	9263	7801	5072
ENSG00000042781.12	0	1	0	2	1	2	1	0	2	0
ENSG00000042813.7	0	0	0	0	0	0	0	0	0	0
ENSG00000042832.11	9	8	8	9	12	11	12	6	6	3
ENSG00000042980.12	2	1	0	0	1	2	0	1	0	0
ENSG00000043039.6	0	0	0	0	0	0	0	0	4	0
ENSG00000043093.13	1303	846	619	502	1030	1163	308	333	1085	702
ENSG00000043143.20	1099	649	492	381	915	1010	143	141	761	519
ENSG00000043355.10	221	158	77	79	221	236	90	138	265	177
ENSG00000043462.11	0	0	0	0	1	1	0	0	2	1
ENSG00000043514.15	662	409	472	360	592	563	234	316	510	352
ENSG00000043591.5	29	29	16	13	41	49	74	90	52	37
ENSG00000044012.3	0	0	0	0	0	0	0	0	0	0
ENSG00000044090.8	2926	1754	2128	1712	2483	3004	2191	2698	3355	2226
ENSG00000044115.20	28892	18251	28990	24600	25602	29239	24516	30292	24954	16674
ENSG00000044446.11	620	391	612	490	593	641	558	664	573	346
ENSG00000044459.14	1465	935	1098	841	1174	1281	628	673	915	536
ENSG00000044524.10	1	0	0	0	1	0	0	0	0	1
ENSG00000044574.7	33858	22728	26080	21780	29194	33358	24190	30014	33936	23542
ENSG00000046604.12	18076	10891	15629	13119	15193	16768	14727	16971	16635	11402
ENSG00000046647.13	171	126	69	62	134	160	99	122	167	97
ENSG00000046651.14	856	558	390	281	669	778	278	327	655	421
ENSG00000046653.14	22	11	13	16	17	9	14	16	26	23
ENSG00000046774.9	48	33	36	29	35	40	39	42	34	21
ENSG00000046889.18	0	0	0	0	0	0	0	0	0	0
ENSG00000047056.14	951	549	450	325	832	951	135	155	689	503
ENSG00000047188.15	2398	1507	1740	1384	1784	1944	1285	1320	1528	979
ENSG00000047230.14	419	267	447	339	366	425	288	335	359	223
ENSG00000047249.16	1268	849	940	823	1082	1187	692	800	898	559
ENSG00000047315.14	3921	2497	2642	2179	3451	3885	1671	1893	3401	2284
ENSG00000047346.12	689	411	389	282	535	621	224	256	576	355
ENSG00000047365.11	587	431	232	171	484	547	67	74	333	210
ENSG00000047410.13	12548	7824	8182	6736	10813	12008	5328	5866	9750	6289
ENSG00000047457.13	6	5	0	4	2	5	3	8	4	4
ENSG00000047578.12	596	363	410	322	469	560	306	330	335	227
ENSG00000047579.19	848	595	413	334	825	981	200	256	573	352
ENSG00000047597.5	17	12	4	9	15	17	8	2	17	8
ENSG00000047617.14	90	61	94	88	82	85	81	113	68	47
ENSG00000047621.11	1426	914	679	561	1134	1373	488	566	967	637
ENSG00000047634.14	1082	662	1164	970	817	917	993	1131	946	635
ENSG00000047644.17	1637	1125	982	855	1456	1752	674	884	1048	632
ENSG00000047648.21	0	1	0	1	0	1	1	0	0	1
ENSG00000047662.4	10	12	13	9	9	10	4	11	9	3
ENSG00000047849.21	22844	13745	20303	17503	20344	23453	17656	20831	18549	12383
ENSG00000047932.13	1935	1188	465	382	1386	1619	439	424	1469	867
ENSG00000047936.10	0	0	0	1	0	0	0	0	0	0
ENSG00000048028.11	953	727	480	425	919	1038	457	504	766	545
ENSG00000048052.21	169	81	97	71	106	103	75	74	108	75
ENSG00000048140.17	5931	3755	4902	3963	5239	5946	4454	5441	6309	4141
ENSG00000048162.19	2511	1727	697	591	2270	2591	759	876	2671	1726
ENSG00000048342.15	515	299	472	360	470	573	330	406	489	350
ENSG00000048392.11	7473	4571	4453	3653	5448	6197	3970	4151	7165	4946
ENSG00000048405.9	1486	837	541	423	1116	1256	182	136	1345	801
ENSG00000048462.10	0	0	0	0	0	0	0	0	0	1
ENSG00000048471.13	1040	639	880	703	943	1111	364	388	405	284
ENSG00000048540.14	1319	812	1077	859	1031	1049	777	775	1148	733
ENSG00000048544.5	2015	1277	975	807	1672	2074	680	791	1742	1118
ENSG00000048545.13	0	0	0	0	0	0	1	0	0	0
ENSG00000048649.13	5812	3502	1791	1446	4696	4992	600	629	3035	2096
ENSG00000048707.13	3148	1929	2235	1925	2587	3006	1037	1106	1543	1048
ENSG00000048740.17	575	351	582	513	452	549	393	408	362	236
ENSG00000048828.16	12919	7945	11597	9530	10815	12597	10087	11545	10709	7212
ENSG00000048991.16	3460	2196	2707	2315	3099	3476	2301	2537	2827	1916
ENSG00000049089.13	0	0	0	1	0	0	1	0	1	0
ENSG00000049130.13	195	108	129	99	191	205	27	29	174	116
ENSG00000049167.13	1022	657	698	630	827	926	595	687	902	608
ENSG00000049192.14	1187	751	452	364	828	984	142	128	401	258
ENSG00000049239.12	848	508	828	703	674	719	611	765	721	470
ENSG00000049245.12	5218	3362	4740	3998	4578	5072	4544	5523	5183	3440
ENSG00000049246.14	1128	674	448	410	940	997	388	465	1062	650
ENSG00000049247.13	0	0	0	0	0	0	0	0	0	0
ENSG00000049249.8	8	3	2	2	5	5	3	2	2	5
ENSG00000049283.17	18	9	38	36	9	13	28	21	8	10
ENSG00000049323.15	17057	10208	14976	12295	14555	15995	13401	15896	12706	8480
ENSG00000049449.8	4	5	8	6	2	5	5	6	3	2
ENSG00000049540.16	0	0	1	0	0	1	0	0	1	0
ENSG00000049541.10	6950	4311	4848	4011	6297	7033	4058	5010	6163	3894
ENSG00000049618.21	4439	2728	1675	1404	3977	4475	455	481	1255	804
ENSG00000049656.13	70327	47128	37390	31579	59742	70303	35348	42380	60967	39178
ENSG00000049759.16	3365	2155	2860	2392	2892	3274	1079	1237	1865	1230
ENSG00000049768.14	18	7	26	9	11	16	9	25	18	11
ENSG00000049769.12	242	181	240	201	227	238	185	260	355	266
ENSG00000049860.13	16478	10710	18545	15160	14387	16130	17521	22009	16403	11034
ENSG00000049883.14	799	537	272	269	643	709	283	309	708	458
ENSG00000050030.13	5	1	0	1	1	5	0	0	0	1
ENSG00000050130.17	2418	1548	1691	1323	2067	2267	1474	1738	2179	1521
ENSG00000050165.17	51813	33460	57760	48201	46130	51446	55456	70847	53346	35942
ENSG00000050327.14	8	0	0	0	1	3	0	3	6	1
ENSG00000050344.8	12040	8012	11702	9214	10741	12783	9262	10942	10395	6796
ENSG00000050393.11	3106	2097	2658	2177	2813	3102	2140	2457	3064	2070
ENSG00000050405.13	1989	1240	1501	1226	1652	1920	1431	1610	1629	1102
ENSG00000050426.15	1308	786	1085	874	1035	1212	1017	1188	1231	747
ENSG00000050438.16	332	201	327	309	328	387	250	256	379	248
ENSG00000050555.17	73	35	96	47	70	85	62	81	77	37
ENSG00000050628.20	6	4	1	2	8	10	3	4	8	5
ENSG00000050730.15	0	1	1	0	0	0	0	0	0	0
ENSG00000050748.17	31220	20204	25144	21747	26588	30771	23185	26993	25778	17006
ENSG00000050767.15	1	3	3	0	0	1	2	2	0	1
ENSG00000050820.16	2955	1898	798	753	2997	3294	512	634	3654	2324
ENSG00000051009.10	1584	960	1125	906	1412	1779	828	945	1453	916
ENSG00000051108.14	2204	1619	509	426	1982	2328	446	532	2416	1648
ENSG00000051128.18	1252	917	889	774	1298	1527	813	1091	1567	987
ENSG00000051180.16	2328	1444	1214	979	2165	2291	926	1128	1826	1221
ENSG00000051341.13	2361	1400	1124	940	1971	2175	646	737	1257	799
ENSG00000051382.8	3177	1977	1374	1106	2667	2981	553	591	1610	1030
ENSG00000051523.10	819	554	970	798	812	878	922	1310	890	614
ENSG00000051596.9	418	300	431	319	420	467	310	359	408	238
ENSG00000051620.10	1809	1296	1925	1588	1646	1973	1719	2330	2100	1308
ENSG00000051825.14	2417	1434	2025	1637	2035	2260	1326	1371	1754	1136
ENSG00000052126.14	98	70	62	63	88	97	30	36	48	47
ENSG00000052344.15	2	0	2	2	1	3	1	2	0	0
ENSG00000052723.11	2375	1457	1631	1370	1878	2178	1705	1960	2288	1566
ENSG00000052749.13	2511	1528	809	715	2210	2638	492	538	2075	1404
ENSG00000052795.12	1295	766	481	424	1081	1289	157	112	840	510
ENSG00000052802.12	2634	1739	1760	1444	2274	2748	1714	1852	2353	1575
ENSG00000052841.14	4870	3105	3817	3278	4217	4900	3230	3825	4316	2914
ENSG00000052850.5	1009	587	314	285	923	1042	142	214	768	561
ENSG00000053108.16	404	259	452	358	359	401	371	439	366	238
ENSG00000053254.15	1753	1026	769	661	1363	1499	377	389	783	516
ENSG00000053328.8	0	0	0	0	0	0	0	0	0	0
ENSG00000053371.12	1659	1197	1864	1627	1647	1811	1830	2443	1906	1268
ENSG00000053372.4	2824	1696	1365	1160	2440	2640	1045	1223	2267	1560
ENSG00000053438.8	27	19	140	118	44	49	13	24	56	34
ENSG00000053501.12	619	393	539	481	556	606	584	694	656	427
ENSG00000053524.11	37	22	36	35	40	51	14	31	28	14
ENSG00000053702.14	39	38	42	28	40	35	26	44	48	33
ENSG00000053747.15	1483	993	1363	1203	1227	1376	1292	1460	1165	796
ENSG00000053770.11	1397	843	543	459	1078	1150	618	640	1445	912
ENSG00000053900.10	1568	989	827	632	1308	1545	605	683	1432	930
ENSG00000053918.15	57	47	69	63	50	66	55	64	68	41
ENSG00000054116.11	1838	1138	976	809	1591	1775	981	1204	1738	1160
ENSG00000054118.13	5578	3311	3141	2638	4986	5519	1611	1842	3474	2155
ENSG00000054148.17	4264	2699	4583	4097	3913	4415	4444	6013	4460	2860
ENSG00000054179.11	6	2	6	2	4	5	3	3	4	6
ENSG00000054219.10	22	9	12	18	7	9	11	8	16	5
ENSG00000054267.20	2161	1285	765	648	1776	1917	144	146	1237	855
ENSG00000054277.12	172	110	125	85	173	154	106	150	218	166
ENSG00000054282.15	382	249	268	244	353	377	171	206	247	160
ENSG00000054356.13	28	14	30	27	24	29	19	33	35	29
ENSG00000054392.12	684	387	430	383	525	715	313	361	411	256
ENSG00000054523.16	3002	1765	1473	1224	2497	2825	383	406	1859	1214
ENSG00000054598.6	2404	1539	1270	1062	2320	2518	1094	1270	3018	2037
ENSG00000054611.13	1683	1068	1213	1053	1509	1677	805	1010	1005	564
ENSG00000054654.15	4236	2703	3445	2940	3422	4244	2584	2596	2494	1667
ENSG00000054690.13	164	114	169	121	151	179	132	144	164	114
ENSG00000054793.13	62942	38659	63018	52680	54936	60772	45480	51976	48480	32391
ENSG00000054796.12	0	0	0	0	0	0	0	0	2	0
ENSG00000054803.3	0	0	1	0	0	1	0	0	0	0
ENSG00000054938.15	4	3	1	2	5	2	3	4	3	2
ENSG00000054965.10	16167	10126	9849	8269	14118	15894	5202	6031	9360	6107
ENSG00000054967.12	2748	1800	826	704	2712	2987	514	576	2853	1680
ENSG00000054983.16	2318	1438	2602	2157	1789	2058	2172	2550	1889	1257
ENSG00000055044.10	9625	6439	6200	4990	8644	9913	4253	5000	7570	4853
ENSG00000055070.16	3671	2183	2808	2323	3335	3590	1897	2356	3421	2235
ENSG00000055118.14	57	27	41	39	64	68	27	53	51	39
ENSG00000055130.15	5084	3242	1659	1362	4424	4925	533	628	3167	2096
ENSG00000055147.17	1974	1186	1411	1161	1593	1799	1068	1284	1645	1095
ENSG00000055163.18	8598	5187	7375	6272	7528	8449	6460	7745	7993	5321
ENSG00000055208.17	3288	2126	2095	1666	2887	3236	490	525	2606	1809
ENSG00000055211.12	4210	2777	3998	3204	3584	3873	3458	4015	3628	2237
ENSG00000055332.16	5553	3480	3551	2858	4427	4919	2654	2734	4518	3233
ENSG00000055483.19	3446	1985	2238	1818	3199	3554	851	867	2936	1856
ENSG00000055609.17	4896	3076	3760	3209	4041	4713	1685	1440	1939	1317
ENSG00000055732.12	778	446	773	641	621	714	761	842	745	485
ENSG00000055813.5	17	9	22	15	12	16	7	7	5	0
ENSG00000055917.15	6325	4083	2507	2137	5295	5880	1016	1108	4251	2909
ENSG00000055950.16	2037	1254	1636	1438	1950	2103	1513	1934	2153	1419
ENSG00000055955.15	8	2	2	4	4	4	8	6	4	2
ENSG00000055957.10	0	0	0	1	1	0	0	0	0	0
ENSG00000056050.6	2226	1440	1247	1045	1875	2077	819	980	1682	1154
ENSG00000056097.15	13014	7928	11487	9566	11312	12989	7128	7800	7943	5261
ENSG00000056277.15	462	264	228	188	390	447	62	67	327	202
ENSG00000056291.17	0	0	0	0	0	0	0	0	0	0
ENSG00000056487.15	37	31	47	53	39	44	30	41	35	24
ENSG00000056558.10	66	56	84	57	76	86	75	64	70	53
ENSG00000056586.15	6803	4202	2774	2482	5140	5927	2174	2334	5448	3816
ENSG00000056736.9	27	17	12	4	12	28	20	18	40	23
ENSG00000056972.18	1352	856	173	136	1191	1240	110	153	1053	684
